"","G","W","ADJOE","ADJDE","BARTHAG","EFG_O","EFG_D","TOR","TORD","ORB","DRB","FTR","FTRD","2P_O","2P_D","3P_O","3P_D","ADJ_T","WAB","POSTSEASON","YEAR"
"784",34,16,99.3,110,0.2364,47.7,48.8,19.7,16.4,31.8,31.8,31.5,36,44.8,48,35,33.5,67.4,-10.7,0,2015
"1799",30,15,98.5,105.5,0.3133,48.3,50.8,23.1,19.7,35.9,29.5,46.6,36.2,47.9,50,32.7,34.9,66.1,-9.7,0,2013
"2884",33,24,107.9,95.4,0.8039,51.5,44.5,17.7,17,27.7,30.3,35.6,25.4,50.4,44.5,35.3,29.8,68.3,1.8,1,2022
"1257",26,11,97.4,107.6,0.2414,49.7,52.8,23.4,20.4,34.6,32.9,41.9,46,50.7,50.8,31.9,37.6,66.5,-9.9,0,2015
"3187",35,25,113.8,95.7,0.8808,48.8,48.2,18.3,20.9,36.7,30.4,45.1,34.7,48.8,47.2,32.6,33,66,3.7,1,2023
"3435",29,18,102.6,110.4,0.3008,50.9,54.2,16.9,19.8,27.6,29.9,32.1,33.4,49.1,52.1,36.4,38.2,68.7,-9.3,1,2023
"1635",30,14,99.7,104.5,0.3685,46.5,48.9,18.1,17.6,29.2,30.5,41.3,42.5,44.8,47,34.2,35.5,69.1,-9.5,0,2014
"3406",30,17,107.8,107.5,0.5077,53.8,51.2,17.3,15.9,24.4,25.1,29.1,37.9,52.4,52.5,37.3,32.5,63.5,-7.9,1,2023
"133",32,15,111.9,105.2,0.6688,52.7,51.6,18.5,15.6,29.8,31.4,36.2,30.4,52.4,49.5,35.6,36.9,71.9,-4.1,0,2017
"3130",30,10,95.8,111.1,0.1532,47.7,50.4,21.5,19.4,29.5,33.5,36.9,33.8,46.8,50.8,33,33.2,69.8,-14.3,1,2022
"3373",30,15,104.5,104.6,0.4982,50.9,54,19.9,21.3,30.1,28.1,28.4,38.5,50.3,51.1,34.5,38.5,66.5,-9.3,1,2023
"3821",31,16,102,112.8,0.2382,52.5,53.4,17.3,17,27.9,25.6,28.4,29.8,52.8,51.9,34.7,36.9,62.9,-12.4,1,2024
"2449",37,31,111.6,86.2,0.9514,53.3,41.5,20.3,18.4,33.8,29.3,39.5,32,52.9,39.3,36.4,30.3,67.7,7.5,1,2013
"1102",30,9,95.7,110,0.167,47.8,54.4,18.9,18.7,29.1,26.4,33.3,40.4,48.1,54,31.3,36.8,69.7,-17.4,0,2018
"2419",35,25,110.3,93.3,0.8733,46.1,52.7,18.7,28,40.1,31.1,40.4,55.5,45.5,51.8,31.6,36.5,68.6,4.1,1,2015
"498",30,6,98.8,105.7,0.3161,44.3,52.5,16.8,18.1,27.7,28.8,36.9,47.4,42.3,51.5,32.7,36.5,65.5,-16.4,0,2016
"2907",34,20,109.6,98.7,0.7705,51.1,49.6,17.1,19.2,29.9,31.1,29.7,29.1,51.6,50.2,33.5,32.4,67.7,-2.4,1,2022
"1450",29,15,101.6,102.2,0.4822,50.3,52.2,19,21.5,30,30,30.9,43.3,48.9,51.1,35.2,36.1,68.6,-7.2,0,2017
"4248",30,6,88,112.6,0.0556,44,55.6,21.6,20.5,26.5,33.9,36.4,37.1,44.2,56.3,29,36.3,68.2,-19,1,2025
"116",31,12,102.1,92.9,0.7463,44.4,49.2,19.6,18,38.7,25.8,31.1,33.8,46.1,49.9,26.7,31.9,64.2,-6.1,0,2015
"1703",31,9,109.7,108.6,0.53,48,52.6,15.1,15.9,32.3,33.9,31.7,37.2,46.8,52.1,33.8,35.9,68.2,-10.5,0,2014
"2249",34,20,101.1,100.5,0.517,49.7,47.6,18.8,18.4,26.7,26.7,36.3,35.6,46.5,46.5,37,32.8,66.5,-7.9,1,2019
"282",34,20,105.1,95.3,0.7555,50.6,49.9,18.3,18.5,28.6,26.3,32.5,30.1,48.5,49.6,36.1,33.7,68.1,-1.5,0,2017
"1371",29,18,94.1,106.7,0.1906,47.9,47.3,20.4,18.6,31.9,31.2,32.8,39.8,47.9,48.3,32,30.2,69,-9.7,0,2017
"1162",32,17,102.8,106.6,0.3963,52.9,52.1,19.5,19.7,25.5,31.9,35.1,36.6,51.1,51.3,37,35.6,67.7,-10.9,0,2019
"3847",29,13,96,110.4,0.1672,47.9,52,17,15.7,27.6,31.2,25,31.5,48.7,54.7,30.8,31.9,65.3,-14,1,2024
"2748",22,14,102.5,97.5,0.6384,52.5,45.8,17.6,16.4,26.1,23.8,22,28.6,50.3,44.7,36.9,31.9,66.8,-4.7,1,2021
"1166",30,20,102.4,103.3,0.4745,50.5,48,19.4,18.7,32.5,32.7,43.8,43.2,49.9,46.3,34.4,35,65.3,-4.9,0,2015
"616",30,18,100.8,102.8,0.443,48.3,50.8,18,18.6,30.4,28.6,37.7,33.1,48.7,48.7,31.6,36.3,75.5,-7.7,0,2017
"3392",33,16,102.5,101.7,0.5223,48.7,51.5,18.3,18.3,27.6,28.3,27.3,27.6,49.2,49.1,31.9,36.8,66.5,-6.6,1,2023
"2181",35,22,113.4,99.4,0.82,54.5,51.4,14.5,17.9,24.8,26.4,27.8,27,52.6,51.1,38,34.7,66.3,0.8,1,2016
"3983",34,23,106.5,100.3,0.6676,49.8,47.5,19.8,19.6,38.1,31.7,37,29.2,53.6,46.5,30.1,32.8,66.4,-4.1,1,2025
"3438",31,18,103.4,105.4,0.4449,53.5,50.3,17.3,17.2,26.2,26.6,24,27.6,53.9,51.2,35.1,32.6,71.2,-11,1,2023
"2563",26,5,101.4,102.5,0.4696,48.9,51.2,19.2,17.2,23.4,34.4,26.2,34.7,48.3,50.6,33.2,34.9,71,-10.4,1,2021
"3661",32,9,108.7,104.6,0.6082,49.6,52.1,18.3,15,26.6,30.4,37.1,28.1,47.8,51.9,34.9,34.9,68.3,-9.5,1,2024
"2517",26,19,99.9,100.7,0.4785,50.6,48.9,18.5,20.2,30.9,31.8,31.9,37.2,52.1,50.9,31.9,30.8,66.2,-2.7,1,2021
"2002",30,11,103.1,104.3,0.4671,47.3,51.8,18.7,18.7,28.9,32,41.8,40.2,47.8,49.5,30.9,37.4,67,-9.2,0,2013
"3526",33,29,126.2,94.7,0.9644,56,47.7,16.5,14,37.4,24.7,42.8,23,53.2,48.1,40.8,31.4,67.6,11,1,2024
"1268",25,14,99.6,110.7,0.2274,49.9,52.9,17.8,18.2,22.5,28.8,35.5,38.1,44.7,52.4,38.9,35.9,68.3,-6.3,0,2016
"3556",33,19,112.7,93.3,0.8983,51.5,48,14.7,18.7,29.9,28.7,29.9,32.6,50.5,47.1,35.9,32.8,65.3,0.21,1,2024
"357",29,14,98.4,107.8,0.2612,50.1,51.7,18.3,17.4,24.7,28.4,38.5,35.4,48,52.2,35.7,34,71,-10.9,0,2016
"4241",32,5,96.3,117.9,0.0887,48.2,56.2,16.7,20,24.5,39.1,33.8,40.5,48.6,57.6,31.5,35.7,70.5,-21.2,1,2025
"3954",37,20,116,104,0.7785,49.7,51.1,16.6,17.7,31.9,34.2,35.6,31.1,48.9,52.1,33.8,32.8,72,-2,1,2025
"2326",33,25,106.2,96.4,0.7519,50.7,45.4,19.7,21.7,34.4,33.3,55.5,52.8,48.7,44,36.9,32.7,69.6,-0.5,1,2014
"789",32,18,102.3,107.4,0.3621,52.1,48.1,20.7,18,34.3,30.4,42.7,39.4,52.2,46.3,34.5,33.9,65.1,-7.6,0,2015
"3051",28,13,100.8,107.1,0.3324,52,50.4,17.1,13.8,23.7,29.4,29.9,26.3,51.7,50.9,34.8,33.1,70.4,-11.7,1,2022
"3578",32,24,105,101.6,0.5953,52,48.6,17.2,16.6,29.5,25.6,33.6,29,54.8,50.7,32,30,65.7,-4.5,1,2024
"2569",15,6,98.6,108.5,0.2493,46.7,58.7,17.1,19.1,24.2,31.6,26.9,28.2,47.2,58.5,30.6,39.2,68.1,-8.3,1,2021
"520",30,18,104,105.5,0.4584,51.6,50.6,18.2,18.7,34.3,27.4,35.4,39.3,51.1,49.4,35.3,35,69,-9.1,0,2018
"1104",30,15,101.7,103.5,0.4497,53.2,48.2,18.7,17.7,26.1,27.4,35.8,34.8,55.6,50,32.5,29.2,67.9,-11.3,0,2019
"59",30,8,101.2,103.8,0.4276,45.5,50,21.9,18.5,35.9,30.4,41.1,44.7,44.9,48.4,31.6,35.3,65,-12.6,0,2015
"1395",36,24,102.8,109,0.3392,50.8,51.6,19.8,19.9,32.5,31.7,40.8,32.6,52.2,51.1,32.1,35,75.8,-6.6,0,2019
"1507",28,9,97.3,114.5,0.1336,51.3,52,20.3,16,31,36.2,27.4,37,50.2,51.7,35.1,35.1,63.8,-14.8,0,2014
"559",29,7,102.5,111.8,0.2684,49.7,53.2,19.2,16.8,29.8,28,28.5,36.7,50.2,52.6,32.4,36.3,66.2,-18.9,0,2017
"1373",30,15,94.7,112.9,0.1175,46.8,55.5,20.2,24.3,32,35,38.1,42.2,46.6,54.8,31.5,37.8,68.5,-13.6,0,2017
"254",29,15,93.6,107.9,0.1636,49,51.9,19.2,17.8,25.9,29.7,30,28.4,48.8,53.3,33,33,69.7,-13.1,0,2018
"2233",33,24,105.5,104.1,0.537,52.4,49.7,18.8,17,31.2,26.4,36.5,30.5,51.6,50.2,35.7,32.4,69.3,-4.9,1,2017
"631",30,8,101.1,114.5,0.1931,47.6,58.7,19.4,19.4,34.7,29.9,28.4,39.8,46.5,57.4,33.2,40.8,72.4,-17.9,0,2018
"2008",31,11,97.3,108.5,0.2229,50.1,54.1,21.3,21.3,30.2,29.8,34.2,37.6,48.7,51.2,35,38.9,60.2,-15.3,0,2013
"3974",33,17,112.2,104.2,0.7013,53.7,51.3,15.5,18.7,27.4,26.5,37.3,37.9,55.3,49.5,34.1,35.7,64.1,-6.5,1,2025
"2004",30,11,96,102.9,0.3104,44.4,47.8,20.7,18.5,33.6,32.8,41.5,34.3,44.9,45.3,28.6,35.7,66.9,-13.5,0,2013
"3238",32,5,91.8,111.7,0.0951,45.4,53.3,23.4,19.5,28.7,32.4,38,39.8,42.8,53,34.9,35.8,67.1,-20.4,1,2023
"2466",27,20,108.5,90,0.8964,49.8,47,17.7,20,30.9,26.9,30.5,26.5,49.3,45.9,33.8,32.6,68.2,4.2,1,2021
"1918",29,4,83.7,101.1,0.1029,39.7,50.1,23.3,22.4,33.2,29.6,35.8,51.9,38.8,49.5,27.8,34.1,62.5,-19.7,0,2013
"1033",37,24,112.2,97.2,0.8394,49.3,48.4,16.2,17.2,33.6,27.8,40.5,36.5,46,44.7,37.7,37.4,65.4,-1.1,0,2015
"597",32,17,105.5,100.5,0.6382,51.7,48.8,19,21,31.9,30.6,31.1,43.7,48.9,45.6,37.9,36.2,61.4,-6.8,0,2015
"4207",33,16,94.9,107.7,0.1879,45,50.7,17.9,19.4,30,31.5,36,34.7,47.6,50,26.7,34.6,69.7,-12.8,1,2025
"2515",23,16,107,107.1,0.4981,53.6,50.4,15.7,18.2,23.2,33,27.8,33.1,49.7,49,38.8,35.6,71.4,-5.1,1,2021
"713",33,12,100.8,111,0.2485,50.3,53.6,19.4,16.3,27.8,28.5,37,30.1,49.8,50.2,33.9,39.6,67.7,-16.3,0,2018
"1877",34,20,109.1,104.3,0.6247,52.7,50.4,19.6,19.8,34.8,33.1,34.3,32.4,48.9,50.4,38.6,33.6,66.5,-5.8,0,2013
"1836",30,18,96.8,95.8,0.5312,45.7,46.7,18.9,23.1,33.5,30.3,44.2,35.7,45.6,45,30.7,33.5,65.5,-7.8,0,2013
"1572",29,4,101.3,108.1,0.3208,46.1,53.1,19,16.6,30.4,28.1,39.2,49.9,44.8,51.4,32.6,37.8,66.4,-18.3,0,2014
"1232",32,18,112.4,102.5,0.7425,51.1,50.6,17.9,19.9,30.3,33.3,42.5,38.8,48.5,48.7,36.6,35.7,75.2,-2.4,0,2017
"2330",32,26,107.9,100.2,0.7018,50.2,44.4,17.2,23.7,35.4,33.1,49.5,44.8,50.8,43.2,32.5,31,64.1,-0.6,1,2014
"3790",29,21,97.1,104.6,0.2977,46.5,46.5,20.1,14.2,37.2,28.9,35.6,25.1,46,46.8,31.7,30.4,64.6,-8,1,2024
"32",37,30,117.5,89.8,0.9568,53,46.6,18.6,17.9,36.8,25.5,41.9,26.8,52.9,43.6,35.4,34.3,66.9,8.8,1,2019
"1730",32,17,104.2,104.6,0.4891,50.5,47.6,18.3,18,34.5,30.8,38.9,38.6,52,45.1,31.8,34.2,65.8,-8.3,0,2014
"2555",21,5,92.8,110.3,0.1213,48.5,53.9,19.7,20.1,23.7,32.9,28.4,30.4,48.5,54.6,32.4,35.2,70.8,-13.5,1,2021
"131",33,17,115.3,98.9,0.8532,51.1,51.9,15.8,20.1,31.4,32.2,34.3,24.1,49.8,51,35.7,35.6,67.8,-0.3,0,2017
"3261",28,9,95.7,110.5,0.1614,46.3,54.7,17.4,19.5,26,31.9,26.1,37,46,56.4,31.2,34.4,64.7,-16,1,2023
"3479",31,21,110.2,106.4,0.5993,55.3,51.1,16.8,17.7,25.4,30,24.3,29.3,53.2,49.8,38.9,35.6,68.3,-5.1,1,2023
"3798",31,12,103.5,112.4,0.2798,50.5,55.3,17.1,13.2,23.6,28.8,31.7,22.6,49.9,53.9,34.1,38,67.6,-13.3,1,2024
"2117",35,25,119.2,95.6,0.927,54.2,47.1,19.1,16.4,37.3,28.8,48.3,45.5,55.5,44.3,34,35.5,68.2,6.9,1,2014
"2026",31,12,97.4,103.5,0.3345,47.7,47.7,20.1,15.5,28.3,30.1,29.6,31.2,45.3,47.7,34.5,31.7,63.1,-13.3,0,2013
"734",29,13,100.1,103.3,0.4112,47.6,51.8,21.7,21.4,36.4,31.1,47.1,40.9,47.2,52.5,32.2,33.9,62.8,-9,0,2015
"1240",33,18,107.5,95.3,0.8007,47.5,45.6,19.2,14.5,34.8,28.9,40.1,27.7,47.4,43.1,31.8,33.2,65.6,-1.1,0,2018
"938",29,9,96.1,110.1,0.1737,44.6,53.4,20.1,19.8,37.2,30.3,33.9,53.3,44,51.7,30.6,37.7,67.6,-15.4,0,2015
"2630",25,9,108.5,93.3,0.8504,47.1,46.7,19.8,17.9,32.6,30.5,34.5,29.7,45.5,46.6,33.7,31.2,68.3,-3.9,1,2021
"10",39,33,121,91.5,0.9615,51.7,48.1,16.2,18.6,41.3,25,34.3,31.6,51,46.3,35.5,33.9,72.8,8.4,1,2017
"4247",31,6,95.3,121.8,0.0563,50.3,56.3,20.4,16.8,26.3,34.6,32.8,40.5,52.6,58.5,31,35.7,71.8,-20,1,2025
"4186",30,11,99.8,111.7,0.215,51.1,50.7,15.6,16.1,21.4,29.1,31.5,33.9,49.1,53,36.4,31.2,67.4,-15.2,1,2025
"3365",28,15,102.3,110,0.301,51.2,52,22.2,16.9,29,29.5,45.9,38.9,51.7,51.9,33.5,34.8,72.5,-10.4,1,2023
"2411",35,26,114.9,96.3,0.8839,55.2,46.5,18.9,16.4,29.1,29.9,37,27,55.8,45.5,36.2,32.1,67.9,4,1,2016
"2495",26,19,104.6,89.7,0.854,50.9,45.8,20.6,23.5,28.3,31.3,34,35.4,51.7,45.9,32.9,30.5,70,1.3,1,2021
"2336",34,19,102.8,103.1,0.49,48.8,48.3,19.7,18.3,31.9,28.4,42,29.1,47,46,36,34.9,63.2,-8.6,1,2014
"4198",33,17,100.3,113.4,0.1948,49.5,53.7,14.3,16,25.9,29.2,26.1,27.4,51.4,54.8,31.2,34.8,67.9,-12,1,2025
"3172",37,27,118,98.5,0.889,55.2,50.3,17.2,16.2,30.8,25,31.4,27,53.8,48.6,39,35.8,70.5,5.4,1,2023
"2879",32,17,110.2,96.7,0.8178,50.8,48.9,15.9,21.3,30.7,31.5,26.1,33.2,51,47.5,33.5,34.1,73.6,-3.3,1,2022
"3275",29,10,100.7,115.4,0.1728,49.2,56.1,18,19.2,29.3,30.4,31.9,37,49.4,54.1,32.5,39.5,70.8,-16.7,1,2023
"1543",30,12,93.9,108.1,0.1649,44.4,47.8,20.4,20.6,35.6,35.8,33.9,56.3,42.5,47.2,32.3,32.8,71.7,-13.6,0,2014
"2650",22,10,101.3,107.9,0.3248,49.5,52.6,15.3,18.6,24.3,26.8,33.2,35,49.7,49.9,32.9,37.9,69.6,-8.8,1,2021
"643",27,12,106.4,105.7,0.5179,51.6,47.9,19.4,16.2,32,29.2,28.2,38.2,49.7,47.2,35.9,33.1,60.5,-9.8,0,2015
"1625",32,15,109.1,107,0.5561,49.2,50,15.5,15.9,31.1,31.7,38.1,40.5,48.5,49.9,33.8,33.5,65.5,-7.5,0,2014
"1192",30,16,108.8,107.4,0.5377,52.7,53.4,17.5,18,28.1,28.2,31.9,38.3,49.4,54.6,38.4,34.2,68,-9.7,0,2017
"2964",23,15,98.2,96.4,0.5515,47.6,44.1,20.6,17.2,29.9,27.6,29.7,31.2,47.4,46,32.1,26.6,65.1,-4.8,1,2022
"2804",40,34,119.8,91.3,0.958,53.8,45.8,17.3,18.1,32.9,28.6,32.3,27.7,53.6,46.4,36.1,29.8,69.1,10.4,1,2022
"1304",29,20,103,107,0.3905,49.3,52.2,20,19.8,36.2,27.4,42.3,35.7,48.8,52.3,33.6,34.6,69.7,-9,0,2019
"1099",31,12,97.7,107.2,0.2569,52.6,51,19.1,20,19.3,31.9,29.7,34,55.1,49.4,32.6,35.4,64,-15,0,2018
"3835",31,10,99.5,112.2,0.2018,48.3,52.2,16.3,14.4,27.4,29.1,31.9,34.9,48.6,52.5,32.1,34.5,65.8,-18.6,1,2024
"1094",31,16,98.5,102,0.4023,47.8,53,21.9,23.8,36.9,26.2,35.9,38.9,49,52.5,30.6,35.8,65.5,-11.2,0,2017
"3502",34,23,110.9,97.7,0.8096,54.1,47.3,16.1,16.4,23.4,24.3,30.5,30.7,53.7,45.6,36.4,33.2,68,-0.3,1,2023
"823",31,10,98.4,119.4,0.0976,48.8,53.4,18,18.8,28.9,34.9,34.5,38.3,46.7,53.7,34.9,35.3,71.4,-18.6,0,2018
"762",30,16,101.4,107.4,0.3406,47.3,52.3,17.6,16.8,29.7,26.5,36.6,32,45.1,51.2,34.3,36.3,71.5,-10.8,0,2018
"828",30,15,99.7,114.3,0.1709,48.1,56.6,16.7,20.9,26.7,35.8,29.3,30.8,51.5,58,30.2,36.2,83.4,-9.6,0,2018
"2823",34,22,112.5,91.5,0.9152,50.1,47,17.8,23,31.6,29.8,32,39,50.5,46.6,33,31.8,63.5,3.4,1,2022
"518",31,10,100.7,106.4,0.3462,48,52.8,16.5,18.5,28.9,28.2,34.1,42,46.7,50.9,33.5,37.2,69.1,-16.5,0,2018
"748",30,11,102.4,104.5,0.4417,47.6,52,17.9,17.1,30.6,25.5,43.8,38.5,46.3,51,33.7,35.6,69,-12.2,0,2016
"2846",35,22,101.7,88.4,0.8346,49.1,47.9,20.4,24.6,28.4,28.3,27.1,36.7,50.1,50.8,31.5,28.9,66.3,2.8,1,2022
"3427",34,17,112.3,99.3,0.8047,51.5,50.7,15.5,17.3,22.6,25.2,30,27.7,52.8,50.7,33.4,33.8,63.7,-2.2,1,2023
"765",33,17,101.7,105.8,0.3863,48.7,51.1,18.7,18,31.4,30.5,32.5,33.4,48.8,51.2,32.4,33.9,69.8,-10.5,0,2018
"3517",30,26,103.9,93.6,0.7682,50.7,49,19.9,23.1,30.5,24.9,32.3,37.6,47.2,46.6,37.8,34.5,64.4,0.1,1,2023
"471",29,9,96.3,113.6,0.1296,46.6,53.2,17.4,16.3,24.7,29.6,26.7,34.6,41.5,49.8,35.8,40.1,67.4,-16.8,0,2018
"3091",30,11,94.3,104,0.2432,46.7,49,21.6,19.2,31.1,30.6,34.5,37.6,48.1,48.7,29.5,33,68.4,-15.2,1,2022
"1434",31,17,98,94.4,0.6053,46.9,45.6,19.3,19.1,28.7,32.8,37,33.8,46.6,47.7,31.8,27.3,64.1,-3.8,0,2015
"1962",30,9,97.1,109.6,0.1999,48.7,52.1,20.2,20.9,30.1,35.1,40,39.3,50.1,51.1,30.5,36.5,67.2,-15.4,0,2013
"2013",25,12,93,102,0.2569,45.8,45.1,21.5,21.2,33.8,31.9,41.3,41.7,42.3,42.5,35.8,33.3,67.5,-9.8,0,2013
"2238",32,24,103.6,97.6,0.6644,52.9,47,16.6,17,23.8,22.6,33.4,31.8,53.3,48,34.8,30,70.1,-3.3,1,2018
"46",37,29,118.2,94.1,0.9326,54.3,47.2,18.3,17.7,31.2,30.5,33,28.3,48.2,45.3,42.2,33.7,70.8,8,1,2016
"102",33,21,111.1,98.9,0.7915,56.1,47.9,18.8,16.8,26.9,27.4,32.1,23.8,59.5,47.7,33.2,32.1,66.1,-2.3,0,2019
"684",33,21,98.9,99,0.4959,49.4,47.5,19.2,21.6,31.1,29.6,35.6,37.7,49,46.6,33.4,32.7,64.6,-5.4,0,2015
"2428",36,22,111.8,96.6,0.8425,49.6,48.5,17.6,17.9,33.8,28.6,35.7,32.3,47.4,45.4,36.8,35.6,66.8,0,1,2015
"37",38,29,119.6,95.3,0.9319,54.5,45.8,17.4,17.7,32.9,27.5,33.7,40.3,52.1,43.5,39.2,33.2,66.2,6.9,1,2014
"1051",32,17,104.8,99,0.6588,50.6,49.3,20,15.1,29.3,26.3,33.3,34,48.8,46.6,35.8,35.7,69.2,-4.5,0,2018
"347",29,6,94.7,107.8,0.1838,46.9,53,20.6,17,29.1,28.2,28.7,44.8,42.4,50.4,35.6,39.4,66.2,-17.9,0,2015
"1245",32,12,114.7,105.9,0.7142,51.8,52.4,17.7,14.7,28.6,27.7,36.2,36.5,50.8,50.7,35.3,37.4,67,-6,0,2018
"1323",31,12,97.8,102.1,0.3794,46.9,51.1,18.9,18.1,27.7,28.1,31.9,38.9,45.6,51.3,33.3,33.8,69.6,-11,0,2016
"2987",29,16,109.5,110,0.4854,55.3,51.1,16.9,14,22.7,29.6,26.3,25.3,54.4,50.2,37.4,34.7,68.7,-8.8,1,2022
"2003",30,11,95.4,98.5,0.4087,46.6,48,19.9,20,30.4,31.6,25.8,34.2,46.8,46.5,30.6,34.3,64.1,-13.3,0,2013
"1640",30,15,113.1,103.8,0.7298,52.7,51.1,16.1,17.1,25.9,27.9,38.5,37.3,51.7,49.1,35.9,36.4,65.8,-6.1,0,2014
"1326",29,12,106.4,107,0.485,50.5,52.1,17.3,15.9,28.1,30,36.6,33,48,50.2,38,37.4,69.8,-9.4,0,2016
"1265",27,9,96.3,111.8,0.1529,50.5,54.6,19.2,19.2,24.5,27.6,40.3,46.5,48.4,54.2,36.3,36.9,68.4,-14.4,0,2016
"2297",31,28,113.2,100.4,0.7989,54.3,50,14,14.2,24.6,23.3,35.4,25.6,50.7,49.8,39.3,33.6,71.5,0.6,1,2018
"71",32,11,101.4,103.1,0.4507,45.1,48.4,18.6,10.2,33.5,22.8,34.4,30,45.7,46,29.2,35.3,68.6,-11.6,0,2016
"1631",31,16,101.9,108.5,0.3252,50.1,49.4,20.4,19.1,36.8,32.7,38.4,44.6,49.5,47.8,34.4,34.7,64.4,-9.5,0,2014
"3287",29,11,102.3,111.7,0.266,50.5,54.1,17.5,16.3,29.8,28,32.5,33.6,50.4,53.8,33.8,36.4,69.5,-15.3,1,2023
"1606",28,5,99.2,120.6,0.095,45,54.3,18.7,19,32.3,35.9,42.3,43.6,43.4,53,32.1,38.1,66.8,-18.7,0,2014
"1800",31,15,107.3,97.9,0.7409,48.7,47.9,21.3,19.6,35.8,34.4,32.4,39.8,47,47.7,35.7,32.2,64.5,-4.1,0,2013
"2149",36,26,108.4,94,0.8373,48.7,49.5,15.7,23.5,31.8,30.6,37.3,37.8,46.9,48.3,34.3,34.5,67.2,3,1,2015
"1124",29,9,99.1,107.4,0.2826,45.8,47.1,18,14.9,28,31.2,40.1,38,45.1,43.5,31.5,35.6,73.3,-13.9,0,2016
"1512",27,9,105.6,109.7,0.391,51.3,51.9,16.1,16.9,29.9,29.6,34.8,38.3,48.3,47.4,37,40.2,67.5,-12.7,0,2014
"1142",34,22,101.3,100.2,0.5312,50.5,47.7,18.2,19.9,28.2,29.6,36.8,36.1,50.1,47.4,34.1,32.1,63.5,-8.3,0,2017
"1263",31,8,94.4,107.1,0.1899,50.9,50.4,22.5,19.4,29.1,32.2,32.5,33.9,53,48.6,31.2,35.8,66.8,-17.5,0,2015
"1709",29,6,94.8,102.6,0.287,47.5,51.9,21.5,19.2,29.7,28.9,33.6,43.4,48,47.9,30.7,40,63.1,-16.5,0,2014
"3626",31,23,104.8,95.5,0.7447,51.8,46.2,18.6,17.8,27.1,25.1,33.6,36.2,51.1,43.4,35.2,34.2,68.6,-1.5,1,2024
"3044",30,14,101.9,107.8,0.3444,50,50.6,18.7,17.2,28.6,28.6,27,27.2,49.2,47.6,34,37.1,68.9,-12.3,1,2022
"2114",30,24,110.3,96.5,0.8235,54.8,49.5,17.7,25.9,33.5,30.7,34.3,40.2,54.5,49.7,36.9,32.8,68.2,-1.2,1,2016
"742",29,14,105.7,104.4,0.5343,48.8,50.6,17.4,20.9,31.1,36.9,43.5,42.9,49.5,47.6,31.5,36.8,71.2,-7.8,0,2016
"3216",33,25,105.1,98.2,0.6871,51,49.8,17.8,20.1,25.7,25.4,44,35.1,52.6,48.8,31.8,34.6,66.3,-2.7,1,2023
"3998",34,25,106.9,102.2,0.6268,50.6,47.6,17.3,16.9,30.9,26.6,42,31.5,51.5,45.9,32.5,34,68.3,-3.1,1,2025
"3200",34,26,115.4,98,0.867,55.5,48.1,17.6,15.8,27.4,24.5,34.9,30.3,54.5,46.2,37.9,34.5,68.6,2.9,1,2023
"80",32,10,101.6,106.1,0.3798,48.9,49.9,20,17.6,29,30.2,37.1,33.3,48.3,47.9,33.4,35.9,71.7,-14.7,0,2017
"3206",32,22,109.7,99.5,0.7542,50.7,49.8,15.3,18.5,22.8,24.9,39.1,31.8,50.2,50,34.4,33,65.9,0.7,1,2023
"766",32,16,100,101.9,0.4475,50.1,51.4,19.3,18.1,27.1,25.8,27,28.5,50,51.9,33.5,33.7,67.7,-10.5,0,2018
"2388",29,20,99.6,101.2,0.4538,50.2,50.3,23.7,22.4,36.1,32.6,42.8,34.7,51.6,51.8,30.7,31.9,67.7,-6.3,1,2017
"2998",32,22,104.7,106.4,0.4562,53.3,50.5,18.9,15.8,29.9,27.4,29.1,24,53.8,50.5,35.1,33.7,70.1,-6.7,1,2022
"77",32,11,96.4,100.2,0.3913,47.7,50,19.5,18.5,20.7,27.9,37.8,39.3,46.9,50.5,32.8,32.8,69.6,-11.6,0,2016
"3698",29,22,104.9,105.4,0.4866,50.4,47.3,18.2,15.5,32.1,26.9,40.1,26.9,51.3,49.1,32.3,29.2,69.7,-6,1,2024
"2897",31,20,101.5,103,0.4583,48.8,52.1,17.9,19.9,27.1,27.2,38.1,27.7,47.1,51.3,34.9,35.5,71.1,-4.9,1,2022
"2481",22,15,114.6,92.8,0.9188,49.5,46.2,17.6,19.6,36.9,29.8,29.6,36.9,49,45.6,33.6,31.6,65.7,2.1,1,2021
"919",33,17,106.1,103.8,0.5631,53.2,51.9,18.8,17.6,25.4,26.4,33.2,33.3,52.5,50.7,36,36,68,-8,0,2018
"2446",36,23,111.7,96.5,0.8436,51.3,48,17,17,29.3,28.1,45,37,49.9,45.8,36.4,34.9,67.2,1.1,1,2014
"1300",26,11,93.7,107.9,0.1637,48.1,52.3,23,21.2,28.8,29.3,37,46.1,46.7,51.6,34.4,35.5,69,-14,0,2018
"219",32,10,98.9,107.6,0.2749,48,51.1,21.4,16.5,28.8,30.6,33.1,32.6,44.8,52,36.1,33,65.8,-14.9,0,2018
"2807",39,32,122.7,96,0.944,55.6,47.1,15,15.7,31.7,28.9,28.6,19.1,56,46.6,36.6,32,67.4,7.2,1,2022
"4174",33,14,101.9,112.9,0.2365,48.7,53.8,14.8,16.8,25.8,31.2,28.9,36,47.1,52,34,37.9,66.2,-13.5,1,2025
